"Country,Other",Date,TotalCases,NewCases,TotalDeaths,NewDeaths,TotalRecovered,NewRecovered,ActiveCases,"Serious,Critical",Tot Cases/1M pop,Deaths/1M pop,TotalTests,"Tests/
1M pop",Population,Continent,1 Caseevery X ppl,1 Deathevery X ppl,1 Testevery X ppl,New Cases/1M pop,New Deaths/1M pop,Active Cases/1M pop
Switzerland,2023-03-03,"4,391,007",,"14,452",,"4,373,026",,"3,529",39,"500,477","1,647","23,833,472","2,716,487","8,773,637",Europe,2,607,0.0,,,402
Switzerland,2023-03-04,"4,391,007",,"14,452",,"4,373,026",,"3,529",39,"500,477","1,647","23,833,472","2,716,487","8,773,637",Europe,2,607,0.0,,,402
Switzerland,2023-03-05,"4,391,007",,"14,452",,"4,373,026",,"3,529",39,"500,477","1,647","23,833,472","2,716,487","8,773,637",Europe,2,607,0.0,,,402
Switzerland,2023-03-06,"4,391,007",,"14,452",,"4,373,026",,"3,529",39,"500,477","1,647","23,833,472","2,716,487","8,773,637",Europe,2,607,0.0,,,402
Syria,2023-03-02,"57,467",,"3,164",,"54,303",,0,,"2,968",163,"146,269","7,553","19,364,809",Asia,337,"6,120",132.0,,,
Syria,2023-03-03,"57,467",,"3,164",,"54,303",,0,,"2,968",163,"146,269","7,553","19,364,809",Asia,337,"6,120",132.0,,,
Syria,2023-03-04,"57,467",,"3,164",,"54,303",,0,,"2,968",163,"146,269","7,553","19,364,809",Asia,337,"6,120",132.0,,,
Syria,2023-03-05,"57,467",,"3,164",,"54,303",,0,,"2,968",163,"146,269","7,553","19,364,809",Asia,337,"6,120",132.0,,,
Syria,2023-03-06,"57,467",,"3,164",,"54,303",,0,,"2,968",163,"146,269","7,553","19,364,809",Asia,337,"6,120",132.0,,,
Taiwan,2023-03-02,"10,069,538","+14,102","18,010",35.0,"9,755,633","+19,583","295,895",,"421,521",754,"30,742,304","1,286,903","23,888,595",Asia,2,"1,326",1.0,590.0,1.0,"12,386"
Taiwan,2023-03-03,"10,083,351","+13,813","18,072",62.0,"9,773,889","+18,256","291,390",,"422,099",757,"30,742,304","1,286,903","23,888,595",Asia,2,"1,322",1.0,578,3.0,"12,198"
Taiwan,2023-03-04,"10,094,732","+11,396","18,143",71.0,"9,791,026","+17,137","285,563",,"422,575",759,"30,742,304","1,286,903","23,888,595",Asia,2,"1,317",1.0,477.0,3.0,"11,954"
Taiwan,2023-03-05,"10,105,039","+10,307","18,203",60.0,"9,803,603","+12,577","283,233",,"423,007",762,"30,742,304","1,286,903","23,888,595",Asia,2,"1,312",1.0,431.0,3.0,"11,856"
Taiwan,2023-03-06,"10,105,039",,"18,203",,"9,803,543",,"283,293",,"423,007",762,"30,742,304","1,286,903","23,888,595",Asia,2,"1,312",1.0,,,"11,859"
Tajikistan,2023-03-02,"17,786",,125,,"17,264",,397,,"1,786",13,,,"9,957,464",Asia,560,"79,660",,,,40
Tajikistan,2023-03-03,"17,786",,125,,"17,264",,397,,"1,786",13,,,"9,957,464",Asia,560,"79,660",,,,40
Tajikistan,2023-03-04,"17,786",,125,,"17,264",,397,,"1,786",13,,,"9,957,464",Asia,560,"79,660",,,,40
Tajikistan,2023-03-05,"17,786",,125,,"17,264",,397,,"1,786",13,,,"9,957,464",Asia,560,"79,660",,,,40
Tajikistan,2023-03-06,"17,786",,125,,"17,264",,397,,"1,786",13,,,"9,957,464",Asia,560,"79,660",,,,40
Tanzania,2023-03-02,"42,846",,846,,,,,7,677,13,,,"63,298,550",Africa,"1,477","74,821",,,,661
Tanzania,2023-03-03,"42,846",,846,,,,,7,677,13,,,"63,298,550",Africa,"1,477","74,821",,,,661
Tanzania,2023-03-04,"42,846",,846,,,,,7,677,13,,,"63,298,550",Africa,"1,477","74,821",,,,661
Tanzania,2023-03-05,"42,846",,846,,,,,7,677,13,,,"63,298,550",Africa,"1,477","74,821",,,,661
Tanzania,2023-03-06,"42,846",,846,,,,,7,677,13,,,"63,298,550",Africa,"1,477","74,821",,,,661
Thailand,2023-03-02,"4,728,035",,"33,911",,"4,692,636",,"1,488",,"67,468",484,"17,270,775","246,450","70,078,203",Asia,15,"2,067",4.0,,,21
Thailand,2023-03-03,"4,728,035",,"33,911",,"4,692,636",,"1,488",,"67,468",484,"17,270,775","246,450","70,078,203",Asia,15,"2,067",4.0,,,21
Thailand,2023-03-04,"4,728,035",,"33,911",,"4,692,636",,"1,488",,"67,468",484,"17,270,775","246,450","70,078,203",Asia,15,"2,067",4.0,,,21
Thailand,2023-03-05,"4,728,035",,"33,911",,"4,692,636",,"1,488",,"67,468",484,"17,270,775","246,450","70,078,203",Asia,15,"2,067",4.0,,,21
Thailand,2023-03-06,"4,728,035",,"33,911",,"4,692,636",,"1,488",,"67,468",484,"17,270,775","246,450","70,078,203",Asia,15,"2,067",4.0,,,21
Timor-Leste,2023-03-02,"23,418",,138,,"23,102",,178,,"17,101",101,"278,529","203,391","1,369,429",Asia,58,"9,923",5.0,,,130
Timor-Leste,2023-03-03,"23,418",,138,,"23,102",,178,,"17,101",101,"278,529","203,391","1,369,429",Asia,58,"9,923",5.0,,,130
Timor-Leste,2023-03-04,"23,418",,138,,"23,102",,178,,"17,101",101,"278,529","203,391","1,369,429",Asia,58,"9,923",5.0,,,130
Timor-Leste,2023-03-05,"23,418",,138,,"23,102",,178,,"17,101",101,"278,529","203,391","1,369,429",Asia,58,"9,923",5.0,,,130
Timor-Leste,2023-03-06,"23,418",,138,,"23,102",,178,,"17,101",101,"278,529","203,391","1,369,429",Asia,58,"9,923",5.0,,,130
Togo,2023-03-02,"39,382",+5,290,,"39,078",+4,14,,"4,537",33,"808,447","93,130","8,680,837",Africa,220,"29,934",11.0,0.6,,2
Togo,2023-03-03,"39,382",,290,,"39,078",,14,,"4,537",33,"808,447","93,130","8,680,837",Africa,220,"29,934",11.0,,,2
Togo,2023-03-04,"39,390",+8,290,,"39,078",,22,,"4,538",33,"808,565","93,144","8,680,837",Africa,220,"29,934",11.0,0.9,,3
Togo,2023-03-05,"39,394",+4,290,,"39,081",+3,23,,"4,538",33,"808,655","93,154","8,680,837",Africa,220,"29,934",11.0,0.5,,3
Togo,2023-03-06,"39,394",,290,,"39,081",,23,,"4,538",33,"808,655","93,154","8,680,837",Africa,220,"29,934",11.0,,,3
Tokelau,2023-03-02,5,,,,,,5,,"3,628",,,,"1,378",Australia/Oceania,276,,,,,"3,628"
Tokelau,2023-03-03,5,,,,,,5,,"3,628",,,,"1,378",Australia/Oceania,276,,,,,"3,628"
Tokelau,2023-03-04,5,,,,,,5,,"3,628",,,,"1,378",Australia/Oceania,276,,,,,"3,628"
Tokelau,2023-03-05,5,,,,,,5,,"3,628",,,,"1,378",Australia/Oceania,276,,,,,"3,628"
Tokelau,2023-03-06,5,,,,,,5,,"3,628",,,,"1,378",Australia/Oceania,276,,,,,"3,628"
Tonga,2023-03-02,"16,807",,13,,"15,638",,"1,156",,"155,983",121,"535,009","4,965,327","107,749",Australia/Oceania,6,"8,288",0.0,,,"10,729"
Tonga,2023-03-03,"16,807",,13,,"15,638",,"1,156",,"155,983",121,"535,009","4,965,327","107,749",Australia/Oceania,6,"8,288",0.0,,,"10,729"
Tonga,2023-03-04,"16,807",,13,,"15,638",,"1,156",,"155,983",121,"535,009","4,965,327","107,749",Australia/Oceania,6,"8,288",0.0,,,"10,729"
Tonga,2023-03-05,"16,807",,13,,"15,638",,"1,156",,"155,983",121,"535,009","4,965,327","107,749",Australia/Oceania,6,"8,288",0.0,,,"10,729"
Tonga,2023-03-06,"16,807",,13,,"15,638",,"1,156",,"155,983",121,"535,009","4,965,327","107,749",Australia/Oceania,6,"8,288",0.0,,,"10,729"
Trinidad and Tobago,2023-03-02,"189,296",,"4,347",,"184,553",,396,8,"134,578","3,090","898,169","638,546","1,406,585",North America,7,324,2.0,,,282
Trinidad and Tobago,2023-03-03,"189,296",,"4,347",,"184,553",,396,8,"134,578","3,090","898,169","638,546","1,406,585",North America,7,324,2.0,,,282
Trinidad and Tobago,2023-03-04,"189,296",,"4,347",,"184,553",,396,8,"134,578","3,090","898,169","638,546","1,406,585",North America,7,324,2.0,,,282
Trinidad and Tobago,2023-03-05,"189,296",,"4,347",,"184,553",,396,8,"134,578","3,090","898,169","638,546","1,406,585",North America,7,324,2.0,,,282
Trinidad and Tobago,2023-03-06,"189,296",,"4,347",,"184,553",,396,8,"134,578","3,090","898,169","638,546","1,406,585",North America,7,324,2.0,,,282
Tunisia,2023-03-02,"1,150,962",,"29,331",,,,,44,"95,542","2,435","5,002,248","415,240","12,046,656",Africa,10,411,2.0,,,965
Tunisia,2023-03-03,"1,150,962",,"29,331",,,,,44,"95,542","2,435","5,002,248","415,240","12,046,656",Africa,10,411,2.0,,,965
Tunisia,2023-03-04,"1,150,962",,"29,331",,,,,44,"95,542","2,435","5,002,248","415,240","12,046,656",Africa,10,411,2.0,,,965
Tunisia,2023-03-05,"1,150,962",,"29,331",,,,,44,"95,542","2,435","5,002,248","415,240","12,046,656",Africa,10,411,2.0,,,965
Tunisia,2023-03-06,"1,150,962",,"29,331",,,,,44,"95,542","2,435","5,002,248","415,240","12,046,656",Africa,10,411,2.0,,,965
Turkey,2023-03-02,"17,042,722",,"101,492",,,,,,"199,186","1,186","162,743,369","1,902,052","85,561,976",Asia,5,843,1.0,,,"1,819"
Turkey,2023-03-03,"17,042,722",,"101,492",,,,,,"199,186","1,186","162,743,369","1,902,052","85,561,976",Asia,5,843,1.0,,,"1,819"
Turkey,2023-03-04,"17,042,722",,"101,492",,,,,,"199,186","1,186","162,743,369","1,902,052","85,561,976",Asia,5,843,1.0,,,"1,819"
Turkey,2023-03-05,"17,042,722",,"101,492",,,,,,"199,186","1,186","162,743,369","1,902,052","85,561,976",Asia,5,843,1.0,,,"1,819"
Turkey,2023-03-06,"17,042,722",,"101,492",,,,,,"199,186","1,186","162,743,369","1,902,052","85,561,976",Asia,5,843,1.0,,,"1,819"
Turks and Caicos,2023-03-02,"6,551",,38,,"6,491",,22,4,"164,842",956,"611,527","15,387,811","39,741",North America,6,"1,046",0.0,,,554
Turks and Caicos,2023-03-03,"6,551",,38,,"6,491",,22,4,"164,842",956,"611,527","15,387,811","39,741",North America,6,"1,046",0.0,,,554
Turks and Caicos,2023-03-04,"6,551",,38,,"6,491",,22,4,"164,842",956,"611,527","15,387,811","39,741",North America,6,"1,046",0.0,,,554
Turks and Caicos,2023-03-05,"6,551",,38,,"6,491",,22,4,"164,842",956,"611,527","15,387,811","39,741",North America,6,"1,046",0.0,,,554
Turks and Caicos,2023-03-06,"6,551",,38,,"6,491",,22,4,"164,842",956,"611,527","15,387,811","39,741",North America,6,"1,046",0.0,,,554
Tuvalu,2023-03-02,"2,805",,,,,,"2,805",,"232,471",,,,"12,066",Australia/Oceania,4,,,,,"232,471"
Tuvalu,2023-03-03,"2,805",,,,,,"2,805",,"232,471",,,,"12,066",Australia/Oceania,4,,,,,"232,471"
Tuvalu,2023-03-04,"2,805",,,,,,"2,805",,"232,471",,,,"12,066",Australia/Oceania,4,,,,,"232,471"
Tuvalu,2023-03-05,"2,805",,,,,,"2,805",,"232,471",,,,"12,066",Australia/Oceania,4,,,,,"232,471"
Tuvalu,2023-03-06,"2,805",,,,,,"2,805",,"232,471",,,,"12,066",Australia/Oceania,4,,,,,"232,471"
UAE,2023-03-02,"1,052,247",+125,"2,349",,"1,035,365",+110,"14,533",,"104,371",233,"199,266,544","19,765,006","10,081,785",Asia,10,"4,292",0.0,12.0,,"1,442"
UAE,2023-03-03,"1,052,382",+135,"2,349",,"1,035,424",+59,"14,609",,"104,384",233,"199,288,108","19,767,145","10,081,785",Asia,10,"4,292",0.0,13,,"1,449"
UAE,2023-03-04,"1,052,519",+137,"2,349",,"1,035,507",+83,"14,663",,"104,398",233,"199,309,468","19,769,264","10,081,785",Asia,10,"4,292",0.0,14.0,,"1,454"
UAE,2023-03-05,"1,052,519",,"2,349",,"1,035,507",,"14,663",,"104,398",233,"199,309,468","19,769,264","10,081,785",Asia,10,"4,292",0.0,,,"1,454"
UAE,2023-03-06,"1,052,519",,"2,349",,"1,035,507",,"14,663",,"104,398",233,"199,309,468","19,769,264","10,081,785",Asia,10,"4,292",0.0,,,"1,454"
UK,2023-03-02,"24,370,154",,"206,952",,"24,094,535","+3,210","68,667",,"355,780","3,021","522,526,476","7,628,357","68,497,907",Europe,3,331,0.0,,,"1,002"
UK,2023-03-03,"24,370,154",,"206,952",,"24,099,868","+5,333","63,334",,"355,780","3,021","522,526,476","7,628,357","68,497,907",Europe,3,331,0.0,,,925
UK,2023-03-04,"24,370,154",,"206,952",,"24,099,465",,"63,737",,"355,780","3,021","522,526,476","7,628,357","68,497,907",Europe,3,331,0.0,,,930
UK,2023-03-05,"24,370,154",,"206,952",,"24,102,268","+2,803","60,934",,"355,780","3,021","522,526,476","7,628,357","68,497,907",Europe,3,331,0.0,,,890
UK,2023-03-06,"24,370,154",,"206,952",,"24,106,232","+3,964","56,970",,"355,780","3,021","522,526,476","7,628,357","68,497,907",Europe,3,331,0.0,,,832
USA,2023-03-02,"105,384,017","+10,500","1,146,630",130.0,"102,790,152","+42,067","1,447,235","2,561","314,762","3,425","1,167,463,368","3,486,992","334,805,269",North America,3,292,0.0,31.0,0.4,"4,323"
USA,2023-03-03,"105,392,498","+8,481","1,146,723",93.0,"102,846,371","+56,219","1,399,404","2,726","314,787","3,425","1,167,591,546","3,487,375","334,805,269",North America,3,292,0.0,25,0.3,"4,180"
USA,2023-03-04,"105,394,979","+2,481","1,146,735",12.0,"102,861,683","+15,312","1,386,561","2,726","314,795","3,425","1,167,638,933","3,487,517","334,805,269",North America,3,292,0.0,7.0,0.04,"4,141"
USA,2023-03-05,"105,396,817","+1,838","1,146,740",5.0,"102,864,696","+3,013","1,385,381","2,726","314,800","3,425","1,167,685,851","3,487,657","334,805,269",North America,3,292,0.0,5.0,0.01,"4,138"
USA,2023-03-06,"105,396,817",,"1,146,740",,"102,864,696",,"1,385,381","2,726","314,800","3,425","1,167,685,851","3,487,657","334,805,269",North America,3,292,0.0,,,"4,138"
Uganda,2023-03-02,"170,504",,"3,630",,"100,431",,"66,443",3,"3,520",75,"3,012,408","62,198","48,432,863",Africa,284,"13,342",16.0,,,"1,372"
Uganda,2023-03-03,"170,504",,"3,630",,"100,431",,"66,443",3,"3,520",75,"3,012,408","62,198","48,432,863",Africa,284,"13,342",16.0,,,"1,372"
Uganda,2023-03-04,"170,504",,"3,630",,"100,431",,"66,443",3,"3,520",75,"3,012,408","62,198","48,432,863",Africa,284,"13,342",16.0,,,"1,372"
Uganda,2023-03-05,"170,504",,"3,630",,"100,431",,"66,443",3,"3,520",75,"3,012,408","62,198","48,432,863",Africa,284,"13,342",16.0,,,"1,372"
Uganda,2023-03-06,"170,504",,"3,630",,"100,431",,"66,443",3,"3,520",75,"3,012,408","62,198","48,432,863",Africa,284,"13,342",16.0,,,"1,372"
Ukraine,2023-03-02,"5,389,439",,"111,235",,"5,265,637",,"12,567",,"124,778","2,575","32,603,805","754,855","43,192,122",Europe,8,388,1.0,,,291
Ukraine,2023-03-03,"5,389,439",,"111,235",,"5,265,577",,"12,627",,"124,778","2,575","32,603,805","754,855","43,192,122",Europe,8,388,1.0,,,292
Ukraine,2023-03-04,"5,389,439",,"111,235",,"5,265,577",,"12,627",,"124,778","2,575","32,603,805","754,855","43,192,122",Europe,8,388,1.0,,,292
Ukraine,2023-03-05,"5,389,439",,"111,235",,"5,265,577",,"12,627",,"124,778","2,575","32,603,805","754,855","43,192,122",Europe,8,388,1.0,,,292
Ukraine,2023-03-06,"5,389,439",,"111,235",,"5,265,577",,"12,627",,"124,778","2,575","32,603,805","754,855","43,192,122",Europe,8,388,1.0,,,292
Uruguay,2023-03-02,"1,034,303",,"7,617",,"1,026,186",,500,18,"295,852","2,179","6,114,822","1,749,083","3,496,016",South America,3,459,1.0,,,143
Uruguay,2023-03-03,"1,034,303",,"7,617",,"1,026,186",,500,18,"295,852","2,179","6,114,822","1,749,083","3,496,016",South America,3,459,1.0,,,143
Uruguay,2023-03-04,"1,034,303",,"7,617",,"1,026,186",,500,18,"295,852","2,179","6,114,822","1,749,083","3,496,016",South America,3,459,1.0,,,143
Uruguay,2023-03-05,"1,034,303",,"7,617",,"1,026,186",,500,18,"295,852","2,179","6,114,822","1,749,083","3,496,016",South America,3,459,1.0,,,143
Uruguay,2023-03-06,"1,034,303",,"7,617",,"1,026,186",,500,18,"295,852","2,179","6,114,822","1,749,083","3,496,016",South America,3,459,1.0,,,143
Uzbekistan,2023-03-02,"251,071",,"1,637",,"241,486",,"7,948",23,"7,302",48,"1,377,915","40,077","34,382,084",Asia,137,"21,003",25.0,,,231
Uzbekistan,2023-03-03,"251,071",,"1,637",,"241,486",,"7,948",23,"7,302",48,"1,377,915","40,077","34,382,084",Asia,137,"21,003",25.0,,,231
Uzbekistan,2023-03-04,"251,071",,"1,637",,"241,486",,"7,948",23,"7,302",48,"1,377,915","40,077","34,382,084",Asia,137,"21,003",25.0,,,231
Uzbekistan,2023-03-05,"251,071",,"1,637",,"241,486",,"7,948",23,"7,302",48,"1,377,915","40,077","34,382,084",Asia,137,"21,003",25.0,,,231
Uzbekistan,2023-03-06,"251,071",,"1,637",,"241,486",,"7,948",23,"7,302",48,"1,377,915","40,077","34,382,084",Asia,137,"21,003",25.0,,,231
Vanuatu,2023-03-02,"12,014",,14,,"11,976",,24,,"37,330",44,"24,976","77,606","321,832",Australia/Oceania,27,"22,988",13.0,,,75
Vanuatu,2023-03-03,"12,014",,14,,"11,976",,24,,"37,330",44,"24,976","77,606","321,832",Australia/Oceania,27,"22,988",13.0,,,75
Vanuatu,2023-03-04,"12,014",,14,,"11,976",,24,,"37,330",44,"24,976","77,606","321,832",Australia/Oceania,27,"22,988",13.0,,,75
Vanuatu,2023-03-05,"12,014",,14,,"11,976",,24,,"37,330",44,"24,976","77,606","321,832",Australia/Oceania,27,"22,988",13.0,,,75
Vanuatu,2023-03-06,"12,014",,14,,"11,976",,24,,"37,330",44,"24,976","77,606","321,832",Australia/Oceania,27,"22,988",13.0,,,75
Vatican City,2023-03-02,29,,,,29,,0,,"36,295",,,,799,Europe,28,,,,,
Vatican City,2023-03-03,29,,,,29,,0,,"36,295",,,,799,Europe,28,,,,,
Vatican City,2023-03-04,29,,,,29,,0,,"36,295",,,,799,Europe,28,,,,,
Vatican City,2023-03-05,29,,,,29,,0,,"36,295",,,,799,Europe,28,,,,,
Vatican City,2023-03-06,29,,,,29,,0,,"36,295",,,,799,Europe,28,,,,,
Venezuela,2023-03-02,"552,014",+28,"5,854",,"545,891",+13,269,36,"18,861",200,"3,359,014","114,771","29,266,991",South America,53,"4,999",9.0,1.0,,9
Venezuela,2023-03-03,"552,014",,"5,854",,"545,891",,269,36,"18,861",200,"3,359,014","114,771","29,266,991",South America,53,"4,999",9.0,,,9
Venezuela,2023-03-04,"552,051",+17,"5,854",,"545,907",+12,290,36,"18,863",200,"3,359,014","114,771","29,266,991",South America,53,"4,999",9.0,0.6,,10
Venezuela,2023-03-05,"552,051",,"5,854",,"545,907",,290,36,"18,863",200,"3,359,014","114,771","29,266,991",South America,53,"4,999",9.0,,,10
Venezuela,2023-03-06,"552,051",,"5,854",,"545,907",,290,36,"18,863",200,"3,359,014","114,771","29,266,991",South America,53,"4,999",9.0,,,10
Vietnam,2023-03-02,"11,526,937",+11,"43,186",,"10,614,783",+6,"868,968",4,"116,488",436,"85,826,548","867,342","98,953,541",Asia,9,"2,291",1.0,0.1,,"8,782"
Vietnam,2023-03-03,"11,526,950",+13,"43,186",,"10,614,788",+5,"868,976",5,"116,489",436,"85,826,548","867,342","98,953,541",Asia,9,"2,291",1.0,0.1,,"8,782"
Vietnam,2023-03-04,"11,526,962",+12,"43,186",,"10,614,788",,"868,988",3,"116,489",436,"85,826,548","867,342","98,953,541",Asia,9,"2,291",1.0,0.1,,"8,782"
Vietnam,2023-03-05,"11,526,966",+4,"43,186",,"10,614,790",+2,"868,990",3,"116,489",436,"85,826,548","867,342","98,953,541",Asia,9,"2,291",1.0,0.04,,"8,782"
Vietnam,2023-03-06,"11,526,966",,"43,186",,"10,614,790",,"868,990",3,"116,489",436,"85,826,548","867,342","98,953,541",Asia,9,"2,291",1.0,,,"8,782"
Wallis and Futuna,2023-03-02,"3,427",,7,,438,,"2,982",,"312,056",637,"20,508","1,867,419","10,982",Australia/Oceania,3,"1,569",1.0,,,"271,535"
Wallis and Futuna,2023-03-03,"3,427",,7,,438,,"2,982",,"312,056",637,"20,508","1,867,419","10,982",Australia/Oceania,3,"1,569",1.0,,,"271,535"
Wallis and Futuna,2023-03-04,"3,427",,7,,438,,"2,982",,"312,056",637,"20,508","1,867,419","10,982",Australia/Oceania,3,"1,569",1.0,,,"271,535"
Wallis and Futuna,2023-03-05,"3,427",,7,,438,,"2,982",,"312,056",637,"20,508","1,867,419","10,982",Australia/Oceania,3,"1,569",1.0,,,"271,535"
Wallis and Futuna,2023-03-06,"3,427",,7,,438,,"2,982",,"312,056",637,"20,508","1,867,419","10,982",Australia/Oceania,3,"1,569",1.0,,,"271,535"
Western Sahara,2023-03-02,10,,1,,9,,0,,16,2,,,"626,161",Africa,"62,616","626,161",,,,
Western Sahara,2023-03-03,10,,1,,9,,0,,16,2,,,"626,161",Africa,"62,616","626,161",,,,
Western Sahara,2023-03-04,10,,1,,9,,0,,16,2,,,"626,161",Africa,"62,616","626,161",,,,
Western Sahara,2023-03-05,10,,1,,9,,0,,16,2,,,"626,161",Africa,"62,616","626,161",,,,
Western Sahara,2023-03-06,10,,1,,9,,0,,16,2,,,"626,161",Africa,"62,616","626,161",,,,
World,2023-03-02,"680,435,559","+116,379","6,804,034",722.0,"653,196,676","+141,037","20,434,849","40,475","87,294",872.9,,,,All,,,,,,
World,2023-03-03,"680,529,345","+93,786","6,804,544",510.0,"653,341,680","+145,004","20,383,121","40,638","87,306",873.0,,,,All,,,,,,
World,2023-03-04,"680,618,532","+80,206","6,805,005",339.0,"653,450,495","+107,229","20,363,032","40,624","87,317",873.0,,,,All,,,,,,
World,2023-03-05,"680,673,687","+55,155","6,805,242",237.0,"653,518,339","+67,844","20,350,106","40,663","87,324",873.0,,,,All,,,,,,
World,2023-03-06,"680,677,987","+4,300","6,805,251",9.0,"653,528,520","+10,181","20,344,216","40,670","87,325",873.1,,,,All,,,,,,
Yemen,2023-03-02,"11,945",,"2,159",,"9,124",,662,23,383,69,"329,592","10,579","31,154,867",Asia,"2,608","14,430",95.0,,,21
Yemen,2023-03-03,"11,945",,"2,159",,"9,124",,662,23,383,69,"329,592","10,579","31,154,867",Asia,"2,608","14,430",95.0,,,21
Yemen,2023-03-04,"11,945",,"2,159",,"9,124",,662,23,383,69,"329,592","10,579","31,154,867",Asia,"2,608","14,430",95.0,,,21
Yemen,2023-03-05,"11,945",,"2,159",,"9,124",,662,23,383,69,"329,592","10,579","31,154,867",Asia,"2,608","14,430",95.0,,,21
Yemen,2023-03-06,"11,945",,"2,159",,"9,124",,662,23,383,69,"329,592","10,579","31,154,867",Asia,"2,608","14,430",95.0,,,21
Zambia,2023-03-02,"343,079",+67,"4,057",,"338,734",+74,288,,"17,621",208,"3,937,973","202,256","19,470,234",Africa,57,"4,799",5.0,3.0,,15
Zambia,2023-03-03,"343,079",,"4,057",,"338,734",,288,,"17,621",208,"3,937,973","202,256","19,470,234",Africa,57,"4,799",5.0,,,15
Zambia,2023-03-04,"343,123",+44,"4,057",,"338,828",+94,238,,"17,623",208,"3,937,973","202,256","19,470,234",Africa,57,"4,799",5.0,2.0,,12
Zambia,2023-03-05,"343,135",+12,"4,057",,"338,854",+26,224,,"17,624",208,"3,943,335","202,531","19,470,234",Africa,57,"4,799",5.0,0.6,,12
Zambia,2023-03-06,"343,135",,"4,057",,"338,854",,224,,"17,624",208,"3,943,335","202,531","19,470,234",Africa,57,"4,799",5.0,,,12
Zimbabwe,2023-03-02,"264,127",,"5,668",,"257,839",,620,12,"17,228",370,"2,525,756","164,744","15,331,428",Africa,58,"2,705",6.0,,,40
Zimbabwe,2023-03-03,"264,127",,"5,668",,"257,839",,620,12,"17,228",370,"2,525,756","164,744","15,331,428",Africa,58,"2,705",6.0,,,40
Zimbabwe,2023-03-04,"264,127",,"5,668",,"257,839",,620,12,"17,228",370,"2,525,756","164,744","15,331,428",Africa,58,"2,705",6.0,,,40
Zimbabwe,2023-03-05,"264,127",,"5,668",,"257,839",,620,12,"17,228",370,"2,525,756","164,744","15,331,428",Africa,58,"2,705",6.0,,,40
Zimbabwe,2023-03-06,"264,127",,"5,668",,"257,839",,620,12,"17,228",370,"2,525,756","164,744","15,331,428",Africa,58,"2,705",6.0,,,40
,2023-03-02,721,,15,,706,,0,0,,,,,,,,,,,,
,2023-03-03,721,,15,,706,,0,0,,,,,,,,,,,,
,2023-03-04,721,,15,,706,,0,0,,,,,,,,,,,,
,2023-03-05,721,,15,,706,,0,0,,,,,,,,,,,,
,2023-03-06,721,,15,,706,,0,0,,,,,,,,,,,,
